   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 info.py:856(TableBuilderVerboseMixin)
        1    0.000    0.000    0.000    0.000 info.py:949(DataFrameTableBuilderVerbose)
        1    0.000    0.000    0.000    0.000 inspect.py:1252(getfullargspec)
        9    0.000    0.000    0.000    0.000 inspect.py:1357(formatannotation)
        1    0.000    0.000    0.000    0.000 inspect.py:1672(currentframe)
        6    0.000    0.000    0.000    0.000 inspect.py:182(ismodule)
      186    0.000    0.000    0.000    0.000 inspect.py:1872(_signature_get_user_defined_method)
      586    0.000    0.000    0.000    0.000 inspect.py:191(isclass)
       63    0.000    0.000    0.001    0.000 inspect.py:1964(_signature_bound_method)
      368    0.000    0.000    0.000    0.000 inspect.py:199(ismethod)
       62    0.000    0.000    0.000    0.000 inspect.py:1990(_signature_is_builtin)
       62    0.000    0.000    0.000    0.000 inspect.py:2002(_signature_is_functionlike)
       62    0.000    0.000    0.000    0.000 inspect.py:209(ismethoddescriptor)
      741    0.008    0.000    0.022    0.000 inspect.py:2276(_signature_from_function)
  831/767    0.005    0.000    0.031    0.000 inspect.py:2371(_signature_from_callable)
       70    0.000    0.000    0.000    0.000 inspect.py:2406(<lambda>)
     7529    0.009    0.000    0.015    0.000 inspect.py:2630(__init__)
    10351    0.001    0.000    0.001    0.000 inspect.py:2680(name)
     1122    0.000    0.000    0.000    0.000 inspect.py:2684(default)
       26    0.000    0.000    0.000    0.000 inspect.py:2688(annotation)
     8895    0.001    0.000    0.001    0.000 inspect.py:2692(kind)
      699    0.001    0.000    0.002    0.000 inspect.py:2696(replace)
      243    0.000    0.000    0.000    0.000 inspect.py:2714(__str__)
       17    0.000    0.000    0.000    0.000 inspect.py:2739(__hash__)
     1912    0.001    0.000    0.001    0.000 inspect.py:277(isfunction)
     1091    0.007    0.000    0.009    0.000 inspect.py:2913(__init__)
     3887    0.001    0.000    0.002    0.000 inspect.py:2962(<genexpr>)
      766    0.001    0.000    0.031    0.000 inspect.py:2991(from_callable)
     1289    0.000    0.000    0.000    0.000 inspect.py:2999(parameters)
       69    0.000    0.000    0.000    0.000 inspect.py:3003(return_annotation)
      247    0.000    0.000    0.003    0.000 inspect.py:3007(replace)
        4    0.000    0.000    0.000    0.000 inspect.py:3022(_hash_basis)
       20    0.000    0.000    0.000    0.000 inspect.py:3023(<genexpr>)
        4    0.000    0.000    0.000    0.000 inspect.py:3026(<dictcomp>)
        4    0.000    0.000    0.000    0.000 inspect.py:3031(__hash__)
       62    0.000    0.000    0.001    0.000 inspect.py:3199(__str__)
      766    0.001    0.000    0.032    0.000 inspect.py:3245(signature)
        6    0.000    0.000    0.000    0.000 inspect.py:355(istraceback)
        6    0.000    0.000    0.000    0.000 inspect.py:365(isframe)
        6    0.000    0.000    0.000    0.000 inspect.py:379(iscode)
       62    0.000    0.000    0.000    0.000 inspect.py:404(isbuiltin)
      828    0.001    0.000    0.002    0.000 inspect.py:612(unwrap)
      886    0.000    0.000    0.001    0.000 inspect.py:632(_is_wrapper)
      362    0.001    0.000    0.001    0.000 inspect.py:653(_findclass)
      741    0.001    0.000    0.002    0.000 inspect.py:66(get_annotations)
      362    0.001    0.000    0.003    0.000 inspect.py:663(_finddoc)
     6876    0.005    0.000    0.086    0.000 inspect.py:725(getdoc)
     6915    0.056    0.000    0.091    0.000 inspect.py:744(cleandoc)
        6    0.000    0.000    0.000    0.000 inspect.py:773(getfile)
        1    0.000    0.000    0.001    0.001 integer.py:1(<module>)
        1    0.000    0.000    0.000    0.000 integer.py:14(IntegerDtype)
        1    0.000    0.000    0.000    0.000 integer.py:159(Int8Dtype)
        1    0.000    0.000    0.000    0.000 integer.py:166(Int16Dtype)
        1    0.000    0.000    0.000    0.000 integer.py:173(Int32Dtype)
        1    0.000    0.000    0.000    0.000 integer.py:180(Int64Dtype)
        1    0.000    0.000    0.000    0.000 integer.py:187(UInt8Dtype)
        1    0.000    0.000    0.000    0.000 integer.py:194(UInt16Dtype)
        1    0.000    0.000    0.000    0.000 integer.py:201(UInt32Dtype)
        1    0.000    0.000    0.000    0.000 integer.py:208(UInt64Dtype)
        1    0.000    0.000    0.000    0.000 integer.py:62(IntegerArray)
        2    0.000    0.000    0.012    0.006 interval.py:1(<module>)
        1    0.000    0.000    0.000    0.000 interval.py:147(IntervalIndex)
        1    0.000    0.000    0.001    0.001 interval.py:180(IntervalArray)
        1    0.000    0.000    0.000    0.000 invalid.py:1(<module>)
       34    0.000    0.000    0.000    0.000 invalid.py:40(make_invalid_op)
       15    0.000    0.000    0.000    0.000 io.py:60(__getattr__)
        1    0.000    0.000    0.000    0.000 isoparser.py:1(<module>)
        4    0.000    0.000    0.000    0.000 isoparser.py:22(_takes_ascii)
        1    0.000    0.000    0.000    0.000 isoparser.py:42(isoparser)
        1    0.000    0.000    0.000    0.000 isoparser.py:43(__init__)
        1    0.000    0.000    0.000    0.000 laguerre.py:1(<module>)
        1    0.000    0.000    0.000    0.000 laguerre.py:1606(Laguerre)
        1    0.000    0.000    0.000    0.000 latin_1.py:1(<module>)
        1    0.000    0.000    0.000    0.000 latin_1.py:13(Codec)
        1    0.000    0.000    0.000    0.000 latin_1.py:20(IncrementalEncoder)
        1    0.000    0.000    0.000    0.000 latin_1.py:24(IncrementalDecoder)
       70    0.000    0.000    0.002    0.000 latin_1.py:25(decode)
        1    0.000    0.000    0.000    0.000 latin_1.py:28(StreamWriter)
        1    0.000    0.000    0.000    0.000 latin_1.py:31(StreamReader)
        1    0.000    0.000    0.000    0.000 latin_1.py:34(StreamConverter)
        1    0.000    0.000    0.000    0.000 latin_1.py:41(getregentry)
        1    0.000    0.000    0.001    0.001 layout_engine.py:1(<module>)
        1    0.000    0.000    0.000    0.000 layout_engine.py:103(PlaceHolderLayoutEngine)
        1    0.000    0.000    0.000    0.000 layout_engine.py:127(TightLayoutEngine)
        1    0.000    0.000    0.000    0.000 layout_engine.py:193(ConstrainedLayoutEngine)
        1    0.000    0.000    0.000    0.000 layout_engine.py:27(LayoutEngine)
        1    0.000    0.000    0.000    0.000 lazy.py:1(<module>)
        1    0.000    0.000    0.000    0.000 lazy.py:118(<listcomp>)
        1    0.000    0.000    0.000    0.000 lazy.py:121(LazySet)
        2    0.000    0.000    0.000    0.000 lazy.py:139(__new__)
        2    0.000    0.000    0.000    0.000 lazy.py:144(LazySet)
       84    0.000    0.000    0.000    0.000 lazy.py:149(lazy)
        1    0.000    0.000    0.000    0.000 lazy.py:16(LazyDict)
        1    0.000    0.000    0.000    0.000 lazy.py:172(<listcomp>)
        1    0.000    0.000    0.000    0.000 lazy.py:71(LazyList)
        2    0.000    0.000    0.000    0.000 lazy.py:84(__new__)
        2    0.000    0.000    0.000    0.000 lazy.py:91(LazyList)
       62    0.000    0.000    0.000    0.000 lazy.py:96(lazy)
        1    0.000    0.000    0.021    0.021 legend.py:1(<module>)
        1    0.000    0.000    0.000    0.000 legend.py:292(Legend)
        1    0.000    0.000    0.000    0.000 legend.py:53(DraggableLegend)
        1    0.000    0.000    0.000    0.000 legend_handler.py:1(<module>)
        1    0.000    0.000    0.000    0.000 legend_handler.py:139(HandlerNpoints)
        7    0.000    0.000    0.000    0.000 legend_handler.py:144(__init__)
        1    0.000    0.000    0.000    0.000 legend_handler.py:181(HandlerNpointsYoffsets)
        4    0.000    0.000    0.000    0.000 legend_handler.py:187(__init__)
        1    0.000    0.000    0.000    0.000 legend_handler.py:211(HandlerLine2DCompound)
        1    0.000    0.000    0.000    0.000 legend_handler.py:248(_Line2DHandleList)
        1    0.000    0.000    0.000    0.000 legend_handler.py:266(HandlerLine2D)
        1    0.000    0.000    0.000    0.000 legend_handler.py:305(HandlerPatch)
        2    0.000    0.000    0.000    0.000 legend_handler.py:310(__init__)
        1    0.000    0.000    0.000    0.000 legend_handler.py:351(HandlerStepPatch)
        1    0.000    0.000    0.000    0.000 legend_handler.py:391(HandlerLineCollection)
        1    0.000    0.000    0.000    0.000 legend_handler.py:423(HandlerRegularPolyCollection)
        3    0.000    0.000    0.000    0.000 legend_handler.py:426(__init__)
        1    0.000    0.000    0.000    0.000 legend_handler.py:47(HandlerBase)
        1    0.000    0.000    0.000    0.000 legend_handler.py:496(HandlerPathCollection)
        1    0.000    0.000    0.000    0.000 legend_handler.py:507(HandlerCircleCollection)
        1    0.000    0.000    0.000    0.000 legend_handler.py:516(HandlerErrorbar)
        1    0.000    0.000    0.000    0.000 legend_handler.py:519(__init__)
        1    0.000    0.000    0.000    0.000 legend_handler.py:623(HandlerStem)
        1    0.000    0.000    0.000    0.000 legend_handler.py:628(__init__)
       12    0.000    0.000    0.000    0.000 legend_handler.py:63(__init__)
        1    0.000    0.000    0.000    0.000 legend_handler.py:713(HandlerTuple)
        1    0.000    0.000    0.000    0.000 legend_handler.py:718(__init__)
        1    0.000    0.000    0.000    0.000 legend_handler.py:768(HandlerPolyCollection)
        1    0.000    0.000    0.000    0.000 legendre.py:1(<module>)
        1    0.000    0.000    0.000    0.000 legendre.py:1619(Legendre)
        1    0.000    0.000    0.002    0.002 linalg.py:1(<module>)
      300    0.001    0.000    0.001    0.000 linalg.py:107(get_linalg_error_extobj)
      300    0.001    0.000    0.001    0.000 linalg.py:112(_makearray)
      600    0.000    0.000    0.001    0.000 linalg.py:117(isComplexType)
      300    0.001    0.000    0.001    0.000 linalg.py:130(_realType)
      300    0.002    0.000    0.003    0.000 linalg.py:136(_commonType)
      300    0.001    0.000    0.001    0.000 linalg.py:194(_assert_stacked_2d)
      300    0.001    0.000    0.001    0.000 linalg.py:200(_assert_stacked_square)
        1    0.000    0.000    0.000    0.000 linalg.py:44(LinAlgError)
      300    0.000    0.000    0.000    0.000 linalg.py:479(_unary_dispatcher)
      300    2.495    0.008    2.503    0.008 linalg.py:483(inv)
        1    0.000    0.000    0.000    0.000 linalg.py:74(_determine_error_states)
        2    0.000    0.000    0.000    0.000 linecache.py:147(lazycache)
        3    0.000    0.000    0.001    0.000 linecache.py:26(getline)
        3    0.000    0.000    0.001    0.000 linecache.py:36(getlines)
        1    0.000    0.000    0.000    0.000 linecache.py:52(checkcache)
        2    0.000    0.000    0.001    0.000 linecache.py:80(updatecache)
        1    0.000    0.000    0.013    0.013 lines.py:1(<module>)
        1    0.000    0.000    0.000    0.000 lines.py:1450(_AxLine)
        1    0.000    0.000    0.000    0.000 lines.py:1514(VertexSelector)
        1    0.000    0.000    0.000    0.000 lines.py:204(Line2D)
        4    0.000    0.000    0.000    0.000 locale.py:396(normalize)
        4    0.000    0.000    0.000    0.000 locale.py:479(_parse_localename)
        4    0.000    0.000    0.000    0.000 locale.py:587(getlocale)
        1    0.000    0.000    0.000    0.000 localization.py:1(<module>)
        1    0.000    0.000    0.000    0.000 lzma.py:1(<module>)
        1    0.000    0.000    0.000    0.000 lzma.py:38(LZMAFile)
        1    0.000    0.000    0.001    0.001 managers.py:1(<module>)
        4    0.000    0.000    0.000    0.000 managers.py:1029(_verify_integrity)
       15    0.000    0.000    0.000    0.000 managers.py:1031(<genexpr>)
       43    0.000    0.000    0.000    0.000 managers.py:1050(from_blocks)
     1646    0.009    0.000    0.058    0.000 managers.py:1065(fast_xs)
       25    0.000    0.000    0.000    0.000 managers.py:1116(iget)
        1    0.000    0.000    0.000    0.000 managers.py:1168(iset)
        1    0.000    0.000    0.000    0.000 managers.py:1324(_iset_single)
        4    0.000    0.000    0.464    0.116 managers.py:1471(grouped_reduce)
        2    0.000    0.000    0.003    0.001 managers.py:1522(reduce)
        1    0.000    0.000    0.051    0.051 managers.py:1561(operate_blockwise)
      505    0.001    0.000    0.014    0.000 managers.py:169(blknos)
      601    0.006    0.000    0.011    0.000 managers.py:1697(as_array)
     3482    0.003    0.000    0.005    0.000 managers.py:1822(is_consolidated)
      781    0.002    0.000    0.002    0.000 managers.py:1830(_consolidate_check)
       10    0.000    0.000    0.000    0.000 managers.py:1836(<listcomp>)
      773    0.001    0.000    0.014    0.000 managers.py:1840(_consolidate_inplace)
       50    0.000    0.000    0.000    0.000 managers.py:185(blklocs)
        1    0.000    0.000    0.000    0.000 managers.py:1855(SingleBlockManager)
     1800    0.000    0.000    0.000    0.000 managers.py:1858(ndim)
     4258    0.023    0.000    0.023    0.000 managers.py:1867(__init__)
     1803    0.003    0.000    0.005    0.000 managers.py:1891(from_blocks)
      784    0.003    0.000    0.023    0.000 managers.py:1907(from_array)
     4228    0.002    0.000    0.002    0.000 managers.py:1979(_block)
       39    0.000    0.000    0.000    0.000 managers.py:2026(dtype)
      468    0.002    0.000    0.005    0.000 managers.py:2033(external_values)
     4854    0.007    0.000    0.008    0.000 managers.py:2037(internal_values)
      757    0.005    0.000    0.009    0.000 managers.py:2122(create_block_manager_from_blocks)
        9    0.000    0.000    0.011    0.001 managers.py:2148(create_block_manager_from_column_arrays)
     1515    0.001    0.000    0.001    0.000 managers.py:2203(_grouping_func)
        9    0.000    0.000    0.010    0.001 managers.py:2219(_form_blocks)
      821    0.002    0.000    0.006    0.000 managers.py:225(set_axis)
       11    0.008    0.001    0.008    0.001 managers.py:2271(_stack_arrays)
        3    0.000    0.000    0.010    0.003 managers.py:2285(_consolidate)
       34    0.000    0.000    0.000    0.000 managers.py:2290(<lambda>)
      621    0.001    0.000    0.001    0.000 managers.py:230(is_single_block)
        5    0.006    0.001    0.010    0.002 managers.py:2327(_merge_blocks)
        4    0.000    0.000    0.000    0.000 managers.py:2338(<listcomp>)
        4    0.000    0.000    0.000    0.000 managers.py:2347(<listcomp>)
      486    0.000    0.000    0.000    0.000 managers.py:235(items)
       12    0.000    0.000    0.000    0.000 managers.py:2373(_preprocess_slice_or_indexer)
       18    0.000    0.000    0.000    0.000 managers.py:2396(_using_copy_on_write)
        1    0.000    0.000    0.000    0.000 managers.py:259(_clear_reference_block)
      454    0.003    0.000    0.034    0.000 managers.py:266(get_dtypes)
      454    0.002    0.000    0.003    0.000 managers.py:267(<listcomp>)
